L1,OBJECTID_1,hw_type,Corrected,Shape_Leng,angle,angle_abs,startX,midX,endX,startY,midY,endY
463,465,"1","1",3254.86431554,0.0266400431136734,0.0266400431136734,654231.3877,652844.8753086,651418.0273,4083079.8833,4083905.95091386,4084674.8903
464,466,"1","1",1734.13680703,0.00273702835729886,0.00273702835729886,653582.4682,652721.664868423,651860.9076,4083470.1712,4083562.89387959,4083634.0253
465,467,"0","1",1771.12921623,0.0281942849643748,0.0281942849643748,654528.2712,654302.888327247,654001.7442,4084111.579,4084967.73877376,4085800.05
466,468,"1","1",2573.91435062,0.0335281442739241,0.0335281442739241,653095.5016,652449.959311546,651534.9689,4085326.7086,4086437.95407618,4087336.3459
467,469,"1","1",1573.96836859,0.0261726209292331,0.0261726209292331,660208.0262,660319.960949056,660364.2499,4081774.462,4082552.96311616,4083338.1425
468,470,"0","1",1370.55186892,0.0145069400007928,0.0145069400007928,661702.8926,662259.65223453,662744.7089,4082824.0933,4083216.50751634,4083690.5196
469,471,"1","1",3741.42526694,0.0592137638658876,0.0592137638658876,660411.2223,660879.64501629,661516.5896,4081690.8888,4083491.25762348,4085230.3555
470,472,"0","1",1981.15150343,-0.0242234966600768,179.97577650334,660665.0622,661348.530289302,662011.2264,4080751.7441,4080037.80327982,4079306.4116
471,473,"0","1",1545.140965,-0.0255965874703654,179.97440341253,660364.6012,660437.462139843,660544.6329,4080786.0327,4080017.14005009,4079258.6597
472,474,"1","1",1506.49670847,0.0210710092609882,0.0210710092609882,657505.4564,657090.74375003,656681.322,4084600.7123,4085229.25625847,4085861.5194
473,475,"0","1",2959.63870382,0.0397346341337258,0.0397346341337258,656430.89,655600.327289986,654682.6719,4086213.9959,4087436.59512408,4088594.2022
474,476,"0","1",2082.89550286,-0.00449388468360437,179.995506115316,655007.7351,656046.205662549,657066.9528,4088792.4094,4088725.22576713,4088523.1082
475,477,"0","1",1603.6270164,-0.00799268712797363,179.992007312872,658192.7604,658965.910701095,659715.3941,4088279.3097,4088083.31149821,4087800.8838
476,478,"0","1",797.752781458,-0.0105355601802105,179.98946443982,658741.1618,659005.5850209,659224.9094,4086736.3011,4086437.66631413,4086106.0765
477,479,"0","1",1418.07858033,0.0191694200587971,0.0191694200587971,664273.4587,664619.222197437,665086.71,4083988.5015,4084604.40951891,4085133.0168
478,1619,"2","1",292.490826627,-4.19844478427745e-005,179.999958015552,724065.6357,724211.87595,724358.1162,4078204.5458,4078203.3169,4078202.088
479,480,"1","1",1356.3421252,-0.00816869320119351,179.991831306799,653691.3508,653054.125732225,652430.537,4088885.84,4088658.66196011,4088396.1521
480,481,"1","1",704.409699245,-0.00695601985977923,179.99304398014,651992.0838,651707.589524261,651426.964,4088161.0579,4087953.6217694,4087743.9389
481,482,"0","0",1719.11441933,0.0195622184311146,0.0195622184311146,653605.2045,652971.59726691,652349.0627,4089398.6845,4089979.52744853,4090572.1514
482,483,"2","1",1346.88455817,0.0221490448621759,0.0221490448621759,658461.0089,658308.12667422,658205.0907,4070663.1806,4071317.48902649,4071982.7586
483,484,"2","1",448.333046918,0.00724682627958573,0.00724682627958573,658183.7642,658128.216327269,658063.8026,4072193.3579,4072410.50719679,4072625.2198
484,485,"1","1",756.050746541,0.0113981352825504,0.0113981352825504,658058.4709,657916.153660494,657727.91,4061090.2419,4061440.44136087,4061767.3587
485,486,"2","1",2290.22135832,-0.0163037360684801,179.983696263932,658322.3865,657326.463976499,656259.0464,4060018.5846,4059462.41335069,4059050.8941
486,487,"1","1",881.888847308,0.00593896353578209,0.00593896353578209,685461.1214,685878.735143932,686264.398,4085113.5969,4085255.03393952,4085466.0226
487,488,"1","1",1033.03005146,-0.0174004901730392,179.982599509827,686461.2484,686428.664316159,686426.3233,4085224.7221,4084709.27388067,4084192.8451
488,489,"1","1",467.2165074,0.00550866073865901,0.00550866073865901,689169.5288,689340.550683454,689502.9045,4090247.5822,4090406.63846356,4090574.6078
489,490,"1","1",1283.16835275,0.0205043352475359,0.0205043352475359,689071.1036,689273.170956807,689480.6794,4085831.1483,4086440.08100457,4087047.1758
490,491,"1","1",701.640475623,0.0110268027792515,0.0110268027792515,689642.6048,689769.60505,689896.6053,4087469.4516,4087796.47725,4088123.5029
491,492,"0","1",920.119587649,0.00942899134353654,0.00942899134353654,690331.5811,690704.763177144,691061.8326,4085358.0724,4085627.06240294,4085916.8735
492,493,"1","1",805.27955782,0.0123809351548704,0.0123809351548704,692141.3347,692293.889190629,692471.5354,4085516.8227,4085889.43907318,4086250.2492
493,494,"0","1",1350.0531373,-0.0224902231933346,179.977509776807,692090.5346,691980.233717067,691874.6342,4082545.0168,4081881.35553312,4081214.6891
494,495,"0","0",1173.32025011,-0.0158889449216766,179.984111055078,691884.1592,691526.031837431,691299.9581,4081763.9652,4081332.59652533,4080824.1633
495,496,"0","1",895.120079661,-0.0117310214573643,179.988268978543,712617.3344,712911.579937524,713185.458,4087344.4513,4087007.27434461,4086653.6344
496,497,"0","1",1760.7664579,0.0247336084455017,0.0247336084455017,648343.8846,648795.41302513,649280.221,4086083.9399,4086835.48249126,4087568.5945
497,498,"1","1",2140.48224654,-0.0247466147365521,179.975253385263,648342.1359,649104.501901884,649871.7115,4085424.6972,4084682.63131059,4083940.828
498,499,"0","1",1697.73960662,-0.0151084636591639,179.984891536341,647709.0947,646991.866194648,646274.3199,4085386.2042,4084933.37609287,4084479.9537
499,500,"0","1",983.41689605,-0.00551004464897692,179.994489955351,647158.1072,646693.57579436,646233.084,4085049.5394,4084888.46166952,4084718.9546
500,501,"0","1",1003.74500999,-0.00555377563720136,179.994446224363,645711.8006,645233.641648795,644765.4838,4084345.4449,4084192.99809403,4084012.1647
501,502,"0","1",1587.58312121,0.016813898657586,0.016813898657586,644184.9595,644791.858395687,645398.8913,4084154.6144,4084654.82870002,4085164.397
502,503,"0","1",1540.73197287,0.0135603542523183,0.0135603542523183,642307.039,641709.893573352,641015.4607,4084814.6236,4085296.43753358,4085629.5645
503,504,"0","1",1597.29109574,0.00805573752783198,0.00805573752783198,642577.343,641815.288787227,641055.1816,4084349.7301,4084588.70074404,4084833.7084
504,505,"0","1",2032.13199294,-0.0294018393434488,179.970598160657,638674.6668,639156.970999626,639607.8546,4084799.5326,4083908.41323517,4083032.0298
505,506,"1","1",2467.8370688,0.039806071785706,0.039806071785706,658503.9476,658205.012479258,657847.9817,4063808.2891,4065000.30495296,4066175.7593
506,507,"0","1",1696.57788848,0.0279404949776869,0.0279404949776869,658693.3269,658834.001118995,659002.738,4063774.342,4064605.15163009,4065435.6524
507,508,"1","1",993.806691917,0.00944963799507727,0.00944963799507727,658307.1847,657901.877795114,657488.6702,4063635.256,4063921.51868305,4064196.9802
508,509,"1","1",358.958270815,0.00381901445277053,0.00381901445277053,657142.9171,657003.427006166,656864.958,4064445.978,4064558.91724813,4064673.1048
509,510,"1","1",619.902761077,0.0065788523700399,0.0065788523700399,658926.2653,659167.845750321,659405.4965,4063502.435,4063694.76213708,4063893.4023
510,511,"1","1",765.083955945,0.0093651615256655,0.0093651615256655,659683.6212,659944.694452916,660202.2193,4064129.8673,4064409.38687439,4064686.4249
511,512,"0","1",3034.98993395,0.0435400039373167,0.0435400039373167,660573.1823,661344.226302614,662137.5757,4065032.9852,4066332.55042647,4067622.0581
512,513,"1","1",1186.11313815,-0.0114800647902405,179.98851993521,661753.8279,661237.422160452,660796.7425,4067679.7141,4067389.22742499,4066997.4227
513,514,"1","1",4167.25328379,-0.0479630959105875,179.952036904089,659849.4646,661308.509431794,662861.5107,4067062.0655,4065593.76683153,4064212.2253
514,515,"0","1",1453.91381589,0.0183174407572615,0.0183174407572615,660302.5534,659844.85787989,659343.263,4065290.1069,4065854.08362534,4066379.0284
515,517,"1","1",4108.75168947,0.0667798056295627,0.0667798056295627,663659.3465,663146.031959728,662610.1758,4063676.0817,4065663.39655383,4067643.5206
516,518,"1","1",1097.03847053,-0.0114980684475267,179.988501931552,662639.8741,663020.347435246,663482.0476,4067479.2733,4067088.01661731,4066796.1301
517,519,"1","1",2289.72891118,-0.0182357304642311,179.981764269536,662654.0045,663662.959108975,664630.6737,4067714.2746,4067203.30418635,4066630.8788
518,520,"0","1",2106.27881982,0.0304189297776683,0.0304189297776683,664424.8559,664956.722541415,665493.1436,4064479.3493,4065383.52797362,4066285.4329
519,521,"1","1",2921.7171335,0.00533931756927274,0.00533931756927274,662420.9086,663849.344755359,665300.4819,4068234.2447,4068399.91552459,4068551.6575
520,522,"1","1",2266.29890309,0.0292179000109429,0.0292179000109429,662506.4748,663185.747755893,663926.5913,4068345.746,4069248.72733708,4070083.4351
521,523,"1","1",872.473738495,0.00663383592675237,0.00663383592675237,662634.7746,663022.643926893,663411.0805,4068445.5755,4068643.86311719,4068839.9537
522,524,"1","1",1664.35863745,0.0226343506765023,0.0226343506765023,662733.823,663264.911694658,663640.7307,4068127.8247,4068735.15688961,4069473.6367
523,525,"1","1",1825.3796439,-0.00446285693825815,179.995537143062,662833.3945,663742.389046075,664632.1713,4067922.4569,4067840.42637577,4067657.2499
524,526,"1","1",2624.11054849,-0.022630961908881,179.977369038091,663070.6991,664209.409167255,665317.6262,4070246.8488,4069601.16360337,4068901.5973
525,527,"0","1",2016.43076133,-0.0121553800660643,179.987844619934,661437.3011,662368.669747096,663315.633,4072053.723,4071667.89081163,4071330.3094
526,528,"0","1",2122.1535699,0.00511451645167692,0.00511451645167692,667584.2238,668637.040997259,669682.6835,4068623.6048,4068747.628364,4068927.2262
527,529,"0","1",2588.08621959,0.0237428757730081,0.0237428757730081,667537.8725,668698.873470217,669646.1605,4068954.8284,4069503.39216559,4070364.9306
528,530,"0","1",2416.75740321,-0.00614592920294495,179.993854070797,668893.1659,670094.527333876,671276.0469,4068541.991,4068428.37469685,4068177.361
529,531,"1","1",1988.69637768,0.0130167775459572,0.0130167775459572,665935.5477,666846.771875634,667765.2696,4064853.1221,4065250.29884499,4065625.4828
530,532,"1","1",665.502601598,0.00765101880468692,0.00765101880468692,665959.2697,666201.093076414,666444.881,4064863.571,4065092.14239542,4065317.5059
531,533,"1","1",1830.47266552,0.00723078417259004,0.00723078417259004,667922.6891,667030.454323782,666152.3901,4065189.0594,4065367.6495175,4065617.8519
532,534,"0","1",2460.00455568,-0.0394601199596618,179.96053988004,666269.7102,666662.848732873,666963.6227,4071859.3007,4070707.58791296,4069515.4543
533,535,"1","1",1171.62663576,-0.0108528185231157,179.989147181477,664812.7709,664344.787675233,663839.9422,4073444.2458,4073092.01877882,4072798.7139
534,536,"1","1",1411.87921158,0.0148941206979227,0.0148941206979227,669955.7535,669415.85622503,668857.2478,4072428.849,4072882.09410312,4073313.5568
535,537,"0","1",761.788521505,0.0127829342213519,0.0127829342213519,666903.1356,666932.172948149,666951.9993,4073152.7461,4073532.48669101,4073912.8646
536,538,"1","1",2423.40498981,0.00960458786208048,0.00960458786208048,664192.6974,663031.231515089,661848.2251,4075719.7326,4076059.13214865,4076291.7085
537,539,"1","1",918.321844951,-0.00983046459882106,179.990169535401,659850.2022,660207.798371703,660556.7612,4076101.6815,4075813.6646069,4075515.6422
538,540,"1","1",1265.34376217,-0.00873140004193091,179.991268599958,657809.7071,658322.85941707,658931.5508,4077342.1889,4076982.93174917,4076821.16
539,541,"1","1",2206.95195267,-0.033179248497155,179.966820751503,661777.7674,662236.230909878,662748.3196,4074500.7325,4073498.84394678,4072525.6121
540,542,"0","1",1770.12072284,-0.0183886350140034,179.981611364986,661701.6218,662352.820524584,663079.3455,4074643.2899,4074049.93270065,4073548.2842
541,543,"0","0",1591.69762087,-0.0175479846085017,179.982452015391,665083.0536,664496.395868977,663887.207,4081848.3121,4081311.59128989,4080802.1794
542,544,"1","1",4256.63284728,-0.0347036730798905,179.96529632692,665351.5984,667059.968048365,669012.8925,4078112.0052,4076861.14607551,4076046.1699
543,545,"0","1",941.560737411,-0.0157601561272463,179.984239843873,665154.4986,665193.351765204,665177.9987,4078010.7897,4077542.29602547,4077072.285
544,546,"1","1",953.512610515,-0.0138088403812385,179.986191159619,665192.1447,665416.719138194,665672.6296,4077711.8511,4077291.63182681,4076889.5988
545,547,"0","1",1204.92151655,0.0181999245064497,0.0181999245064497,665811.5365,666040.425370571,666326.6031,4076844.8526,4077401.88735395,4077928.7069
546,548,"2","1",586.177445704,0.00884747312389956,0.00884747312389956,666453.8507,666585.530220278,666708.9542,4078208.3877,4078470.23021642,4078735.3038
547,549,"2","1",448.585235821,0.00685347847445903,0.00685347847445903,666784.5354,666881.77256523,666970.2695,4078941.5591,4079143.67815439,4079349.7557
548,550,"0","1",1142.41441942,0.000504183431521074,0.000504183431521074,667892.287,667321.635256353,666750.4592,4078618.6983,4078643.88289649,4078648.7118
549,551,"1","1",1567.57484223,0.0157123333855982,0.0157123333855982,665908.5709,666470.172737922,667143.1924,4076769.3262,4077306.75195167,4077704.9498
550,552,"0","1",602.379873074,0.00479047649615483,0.00479047649615483,667678.8665,667942.640880217,668209.3953,4078000.1642,4078145.55489507,4078285.3236
551,553,"1","1",890.930731304,0.0063409799814447,0.0063409799814447,666015.8813,666433.40465215,666804.8787,4076711.4819,4076858.88016613,4077088.9887
552,554,"1","1",1785.64246803,-0.0290663394013598,179.970933660599,668602.0396,668690.08798722,668949.511,4078025.875,4077138.84210479,4076297.1398
553,555,"1","1",1535.32265532,-0.00050904252801031,179.999490957472,668995.3908,668228.641704674,667461.4137,4075723.6727,4075686.25962048,4075693.406
554,556,"0","1",1103.1243483,-0.0161073672311263,179.983892632769,665961.5363,666243.250812912,666495.2625,4076503.1525,4076031.32986994,4075544.628
555,557,"0","1",2166.20172165,0.035737447180927,0.035737447180927,664548.6124,664677.422519516,664881.7516,4075848.9578,4076915.75059845,4077978.0373
556,558,"3","1",252.806306419,-0.00414106846012476,179.99585893154,664149.8563,664181.078365423,664211.17,4057739.3135,4057616.82701188,4057494.0586
557,559,"1","1",1023.35293976,-0.0110299324872153,179.988970067513,664496.4121,664904.798216069,665277.4957,4057851.2777,4057545.51313422,4057198.1533
558,560,"1","1",827.868573438,-0.0121109020925848,179.987889097907,664211.17,664411.388587407,664624.3712,4057494.0586,4057131.88632186,4056776.9546
559,561,"1","1",1151.8901331,-0.0193168397786544,179.980683160221,664211.17,664256.093854989,664272.4838,4057494.0586,4056924.45831158,4056350.4244
560,562,"1","1",2448.20168809,-0.0288419608508716,179.971158039149,665680.0336,666584.088326423,667418.1445,4056667.6562,4055854.37561061,4054961.5352
561,563,"1","1",1039.46649709,0.00402875151571892,0.00402875151571892,658703.598,659213.928380622,659705.9441,4070585.872,4070660.72251617,4070825.7953
562,564,"1","1",873.530016669,0.0144410271778021,0.0144410271778021,653904.7333,653876.45391276,653904.7333,4092035.1107,4092470.64947968,4092901.8875
563,565,"0","1",2095.57137033,-0.0339270233619468,179.966072976638,657924.2913,657776.582909883,657524.2405,4091593.7849,4090574.74151636,4089561.7808
564,566,"0","1",920.945347631,0.00931949007451018,0.00931949007451018,656076.4376,656423.585537578,656800.3391,4091000.0587,4091302.58105986,4091558.8598
565,567,"0","1",2627.2167824,0.00590662300859671,0.00590662300859671,667231.611,668531.373307944,669832.9562,4071975.4819,4072154.60547015,4072326.5132
566,568,"0","1",1335.53977358,0.018883384824677,0.018883384824677,666993.9628,667342.220689936,667707.5861,4072582.654,4073148.58719537,4073705.4286
567,569,"1","1",1055.55131615,0.0135061939678257,0.0135061939678257,668879.1444,669219.036058332,669564.2938,4073421.9928,4073825.54714527,4074224.7266
568,570,"0","1",989.234315958,-0.0165773712827233,179.983422628717,669342.7907,669346.197875403,669402.1888,4075613.5604,4075119.33913954,4074628.3101
569,571,"0","1",615.302397756,0.00730832275424207,0.00730832275424207,673439.188,673647.804517373,673871.3934,4070271.2922,4070495.55968853,4070704.628
570,572,"1","1",1641.58920403,0.0196388150551207,0.0196388150551207,674286.0872,674863.096259379,675428.3872,4071082.6893,4071656.26071626,4072247.3813
571,573,"1","1",1949.61621386,0.0160391964091995,0.0160391964091995,673492.3841,674332.889118246,675186.5406,4070137.5161,4070623.88748419,4071088.6283
572,574,"1","1",1152.84375737,-0.0123499208367307,179.987650079163,672118.0821,671680.063281802,671229.3505,4069250.6376,4068875.93952483,4068518.5544
573,575,"0","1",1512.59955343,0.000140505017319628,0.000140505017319628,673337.8302,674093.231017086,674849.4682,4069767.2702,4069776.48416126,4069775.5992
574,576,"1","1",2083.95165907,0.00424749628864443,0.00424749628864443,673939.068,674977.995095778,675990.2644,4070251.4888,4070298.30120768,4070503.2856
575,577,"0","1",1632.93266814,-0.00264023657934007,179.997359763421,674615.1939,675428.999694868,676239.1545,4069928.1409,4069863.92445408,4069771.6893
576,578,"0","1",1118.88454184,0.00727300716061277,0.00727300716061277,676445.9782,676963.316170807,677475.8078,4070692.5,4070899.25719342,4071123.4133
577,1855,"0","1",677.497539794,-0.00688433119900679,179.993115668801,793221.8254,792945.40855,792668.9917,4053047.1501,4052851.3327,4052655.5153
578,579,"0","1",5185.14108376,0.0744809876346651,0.0744809876346651,679919.8373,678530.334798281,677222.3285,4066387.1186,4068572.33337768,4070795.0502
579,580,"0","1",661.680208748,0.0090104882531327,0.0090104882531327,676933.8156,676738.34705,676542.8785,4070997.2857,4071264.20745,4071531.1292
580,581,"0","1",562.107162259,0.00785294946282591,0.00785294946282591,676146.2147,675988.6837,675831.1527,4072087.3465,4072320.10195,4072552.8574
581,582,"1","1",803.444885132,0.00107374101955821,0.00107374101955821,672912.2963,673313.017788573,673713.1347,4072551.1104,4072578.94184912,4072614.8219
582,583,"1","1",910.297476317,0.00783947371436199,0.00783947371436199,672782.953,673185.975603919,673559.6534,4072913.7746,4073119.44991758,4073379.0599
583,584,"1","1",647.996828104,0.00727176239350075,0.00727176239350075,672924.1642,673188.998321559,673396.0912,4073408.3391,4073592.19263471,4073839.9704
584,585,"0","0",2523.76017677,0.00163128699408922,0.00163128699408922,674801.8254,676057.375367235,677312.5036,4072621.62,4072724.28276339,4072718.3632
585,586,"0","1",939.437464777,0.000247104626542006,0.000247104626542006,678312.7563,678782.277997778,679250.0796,4072644.3001,4072631.73007329,4072658.9392
586,587,"0","1",2825.43880307,0.00461151248459412,0.00461151248459412,681079.5728,679670.404338506,678271.7556,4073189.5612,4073269.66064297,4073462.6008
587,588,"0","1",1021.00033824,0.0082851566068796,0.0082851566068796,681027.0119,680585.264508434,680134.8547,4073288.3452,4073542.48502077,4073778.9482
588,589,"0","1",1674.85929563,0.00646295582646447,0.00646295582646447,681211.0562,680388.319650465,679585.5491,4073626.9144,4073778.72465094,4074009.6216
589,590,"0","1",666.136508312,-0.00192256745027679,179.99807743255,681082.0358,680753.86365,680425.6915,4072572.7363,4072515.83725,4072458.9382
590,591,"0","1",1356.81037637,0.00268630769683218,0.00268630769683218,679170.2263,678496.984986283,677825.7637,4074058.3304,4074141.46968701,4074217.5069
591,592,"1","1",3322.81456013,0.031615253103508,0.031615253103508,681180.2108,679840.374262707,678450.6184,4073703.6811,4074673.14247269,4075576.6762
592,593,"0","1",2641.63803836,0.0318820102022594,0.0318820102022594,681037.9034,680139.344192728,679205.6444,4074527.3273,4075485.3105722,4076416.6726
593,594,"2","1",1721.64904904,0.0198094351808789,0.0198094351808789,678886.833,678274.318383052,677638.4213,4076679.7013,4077279.79335668,4077854.8601
594,595,"1","1",1284.4808377,0.0100926086758716,0.0100926086758716,681157.7214,680585.011491125,680021.7498,4074387.5144,4074677.91709239,4074985.3346
595,596,"1","1",743.237584808,0.00853756951516965,0.00853756951516965,682414.5342,682143.861068209,681869.8983,4073362.8483,4073617.11816289,4073868.2044
596,597,"1","1",695.889410371,0.0107855963888598,0.0107855963888598,682419.6837,682280.32254626,682143.1059,4073370.451,4073689.26754081,4074008.8979
597,598,"0","1",1924.91514436,0.0279164214597484,0.0279164214597484,682840.4309,682345.912946886,681878.2263,4073319.516,4074131.29790544,4074972.2763
598,599,"0","1",4026.83683408,0.0646807935121684,0.0646807935121684,682889.9633,682386.639631817,681751.1722,4073363.035,4075288.41769546,4077194.843
599,600,"0","1",994.196758728,0.0165457481883597,0.0165457481883597,681678.8709,681579.450847969,681533.1969,4077473.022,4077959.88147805,4078453.9352
600,601,"0","1",1236.14201484,0.0203865590171976,0.0203865590171976,681340.5922,681207.128731287,681256.4514,4079396.3887,4079991.31148743,4080605.8901
601,602,"0","1",829.459090446,-0.0114069645475614,179.988593035452,680737.5105,680980.847674298,681208.3459,4080924.5272,4080590.18442015,4080247.7218
602,603,"0","1",1193.2209841,-0.0161674561004811,179.9838325439,679692.2942,679491.719169472,679062.4477,4082166.128,4081608.91099709,4081206.3046
603,604,"1","1",736.874177528,-0.00797960076828333,179.992020399232,678511.7021,678230.035464812,677951.0728,4080770.1658,4080536.96804957,4080296.3982
604,605,"0","0",348.554223287,0.00342294386410373,0.00342294386410373,679422.525,679568.865960477,679704.8049,4081496.1035,4081590.74405647,4081699.3611
605,606,"0","1",964.291457923,0.0155065426660467,0.0155065426660467,674906.1804,675033.120310313,675176.4243,4081122.3752,4081585.98780356,4082044.4839
606,607,"0","1",1685.39694237,0.0209677827670745,0.0209677827670745,675159.2305,675739.031817632,676279.7041,4081075.1335,4081684.2162975,4082322.0081
607,608,"0","1",1608.4375739,0.0206503845795836,0.0206503845795836,674726.4631,674303.312573055,673727.5999,4081345.948,4082018.08147389,4082574.195
608,609,"1","1",701.911634005,0.00870506802909357,0.00870506802909357,673619.5093,673394.105976493,673147.1381,4078116.6577,4078384.63583062,4078633.9887
609,610,"1","1",1005.48710072,-0.011637419220688,179.988362580779,673610.3379,673303.218000604,672899.6752,4077524.5935,4077132.94927587,4076833.3605
610,611,"0","1",2077.45469324,-0.0340168652899434,179.96598313471,674001.67,674107.306899313,674409.3121,4077600.0047,4076571.7054861,4075580.4657
611,612,"0","1",2038.26989202,-0.00683505268312345,179.993164947317,674215.2689,675212.280342684,676211.8764,4077799.1647,4077590.34633498,4077393.1854
612,613,"0","1",581.428768621,-0.00623826966325293,179.993761730337,674892.4499,675104.800285679,675338.0696,4077655.7021,4077458.54090356,4077285.2552
613,614,"0","1",650.281460118,-0.00672364870578406,179.993276351294,675625.0538,675888.820469698,676132.3941,4077013.9531,4076823.83829705,4076614.8476
614,615,"1","1",640.189930988,-0.0107399810426982,179.989260018957,673577.4572,673540.826353112,673529.3834,4076797.7821,4076479.79001206,4076159.9747
615,616,"1","1",599.694645124,-0.00109582815449186,179.998904171846,675234.4416,675533.280483067,675830.1781,4080901.863,4080878.05141777,4080836.7281
616,617,"0","1",900.550766828,0.0036902829099469,0.0036902829099469,674423.0557,673982.636783379,673550.8988,4081002.5752,4081095.47601678,4081221.9989
617,618,"0","1",1428.6446879,0.0140412600684439,0.0140412600684439,672814.6865,673366.800967298,673962.7198,4079321.5046,4079771.82419887,4080156.529
618,619,"0","1",2622.50468704,0.0420752075200626,0.0420752075200626,670573.517,670129.424250195,669865.2341,4076718.383,4077943.64618209,4079221.5272
619,620,"1","1",394.894044474,-0.00563969670357267,179.994360303296,668605.1375,668698.65618748,668810.856,4078003.4609,4077830.22217112,4077667.9025
620,621,"0","1",448.865452725,0.00741083733649578,0.00741083733649578,668619.1527,668658.60944963,668700.6518,4078770.4072,4078991.08547706,4079211.5452
621,622,"0","1",2472.76036957,0.0292137116875688,0.0292137116875688,668841.8044,668004.441305227,667120.4184,4082797.9784,4083678.81236282,4084539.559
622,623,"0","1",804.13865379,0.00914938788648401,0.00914938788648401,668851.4952,668566.620694155,668265.0671,4082977.9774,4083261.70613523,4083523.2559
623,624,"1","1",1365.33390547,0.00206524366215966,0.00206524366215966,668768.9155,668088.872495269,667413.5514,4082594.2496,4082649.03506153,4082717.3064
624,625,"0","0",819.034336232,-0.00352595845757577,179.996474041542,666642.5782,666249.849078937,665853.5005,4082667.2065,4082551.87896867,4082456.9987
625,626,"2","1",1347.47902732,0.0218336771672758,0.0218336771672758,668648.2264,668470.468049342,668309.4588,4083730.631,4084378.82175748,4085032.5111
626,627,"0","1",932.227351916,-0.00983869298837554,179.990161307012,668812.2361,668429.496766345,668094.2815,4082550.1574,4082286.85322769,4081964.0592
627,628,"0","1",1194.65391658,0.0167307864759506,0.0167307864759506,667455.6913,667785.22627299,668110.0122,4080170.9031,4080667.60078889,4081167.732
628,629,"0","1",404.279594164,0.00487166368974072,0.00487166368974072,667762.5785,667906.006991164,668043.4105,4080891.1691,4081033.60732417,4081181.4004
629,630,"0","1",1237.72085159,0.0192655887512384,0.0192655887512384,667759.0193,668009.14650939,668213.992,4079994.5729,4080560.08866773,4081142.3161
630,631,"0","1",513.695025126,0.00689076858256846,0.00689076858256846,668345.6725,668489.120252449,668647.954,4081594.4339,4081803.37579396,4082004.9831
631,632,"0","1",1289.17567865,-0.0211434575565091,179.978856542443,668785.758,668648.406068915,668510.8954,4082012.7102,4081383.3351404,4080753.6157
632,633,"0","1",1694.309481,-0.0283919029086252,179.971608097091,668945.9923,668954.593897957,668955.6714,4082093.307,4081249.97357758,4080402.8202
633,634,"1","1",1061.98730028,0.00536485627966917,0.00536485627966917,667122.2391,667629.586767783,668135.2485,4054788.2573,4054944.48160955,4055105.4891
634,635,"0","1",1324.71215861,-0.0168793226343112,179.983120677366,665205.5187,664735.390578408,664341.7949,4050504.2939,4050039.66958214,4049507.2794
635,636,"0","1",1300.82797961,-0.0125434680088838,179.987456531991,666459.8644,665922.474336287,665412.9168,4079801.7575,4079441.65305676,4079054.6558
636,637,"0","0",2007.92197093,0.0242724074426762,0.0242724074426762,669512.8787,670202.502965933,670902.0793,4088120.6624,4088850.04743517,4089569.5128
637,638,"0","0",592.60474481,-0.00786966298179168,179.992130337018,667994.5526,668180.277078486,668353.7642,4089421.5635,4089191.88184317,4088951.6898
638,639,"0","1",1016.92174839,0.0102286917062381,0.0102286917062381,667179.0362,666779.434111201,666366.4574,4088299.1525,4088613.39602683,4088910.0148
639,640,"0","1",2105.57275335,-0.0131890752904951,179.98681092471,661410.589,662395.61823732,663360.3544,4090944.4762,4090574.93188759,4090155.2039
640,641,"0","1",836.001618958,-0.00780566948942981,179.992194330511,661546.6494,661899.047001038,662237.8778,4091110.2686,4090885.68892059,4090643.1069
641,642,"0","1",1200.75474624,-0.0185608811317646,179.981439118868,661478.6699,661721.52064538,661907.9763,4090848.3797,4090307.27274941,4089737.8003
642,643,"0","1",1728.5489272,0.0202868137327306,0.0202868137327306,661461.9083,662072.079125103,662688.5354,4091589.7388,4092201.60595554,4092804.6802
643,644,"0","1",1598.93221528,0.0220436656558546,0.0220436656558546,661212.2937,661600.872334608,662090.6604,4091617.4549,4092307.93746629,4092937.7583
644,645,"0","1",1260.23210947,0.00780454164545317,0.00780454164545317,660755.1696,660174.495923402,659585.7188,4091409.0008,4091653.60702997,4091876.3708
645,646,"0","1",900.35349478,0.0023174307396143,0.0023174307396143,657189.1439,657636.085279139,658077.044,4090083.5971,4090135.74790458,4090222.4523
646,647,"1","1",996.24974403,-0.0113903843174322,179.988609615683,658048.2806,657706.72578801,657327.0426,4092619.2106,4092258.06916532,4091936.5546
647,648,"0","1",1550.6662471,0.021211269521077,0.021211269521077,654842.4848,655273.924505621,655712.3326,4089423.6632,4090063.96605523,4090695.6384
648,649,"0","1",431.226025715,0.00622309598825633,0.00622309598825633,654171.7284,654063.65215,653955.5759,4089289.0945,4089475.66485,4089662.2352
649,650,"1","1",1038.18112715,-0.0154299169468527,179.984570083053,651883.1645,652085.172973501,652345.0087,4089952.0124,4089475.13956415,4089026.3799
650,651,"0","1",825.147476344,0.00746708848977733,0.00746708848977733,644261.223,644611.122105994,644953.4006,4087159.7489,4087378.3528914,4087608.5041
651,652,"0","1",715.249949887,-0.00969100751173234,179.990308992488,646053.8177,646261.60585,646469.394,4088358.9766,4088067.9101,4087776.8436
